PLUAD_name;DEP_num;NameEn;NameRus;NameKg;Length;type
UAD_OBI;46;Pokrovka - Zhaiylgan - Minteke;Покровка - Жайылган - Минтеке;Покровка - Жайылган - Минтеке;38;loc
UAD_OBI;46;Karaarcha;Караарча;Караарча;8;loc
UAD_OBI;46;PRP;ПРП;ПРП;5;loc
UAD_OBI;46;Nyldy - Achyktash;Нылды - Ачыкташ;Нылды - Ачыкташ;22;loc
UAD_OBI;46;Chon Kapka - Aktash - Mayskoye ;Чон Капка - Акташ - Майское;Чон Капка - Акташ - Майское;16;loc
UAD_OBI;46;Gr.Plotina - pov.s.Pokrovka;Плотина - Покровка;Плотина - Покровка;8;loc
UAD_OSI;16;Manas road;трасса Манас;трасса Манас;3;loc
UAD_OSI;16;Syogot road;трасса Сыйгот;трасса Сыйгот;3;loc
UAD_OSI;16;Uchkorgon road;трасса Учкоргон;трасса Учкоргон;4;loc
UAD_OSI;16;Sarybulak road;трасса Сарыбулак;трасса Сарыбулак;3;loc
UAD_OSI;21;Bishkek-Osh с 596-613km;Бишкек - Ош 596-613 км;Бишкек - Ош 596-613 км;19;inter
UAD_OSI;21;Myrzake-Karakulja-Alaiku;Мырзаке - каракулжа - Алайку;Мырзаке - каракулжа - Алайку;8;inter
UAD_OSI;21;Myrzake-Karashoro;Мырзаке - Карашоро;Мырзаке - Карашоро;69;nat
UAD_OSI;21;Jylandy-Iirisuu-Changet;Жыланды - Ийрисуу - Чангет;Жыланды - Ийрисуу - Чангет;35;nat
UAD_OSI;21;Uzgen-Zerger;Узгер - Зергер;Узгер - Зергер;21;loc
UAD_OSI;21;Uzgen-Kenesh-Aigyrjal;Узген - Кенеш - Айгыржал;Узген - Кенеш - Айгыржал;21;loc
UAD_OSI;21;Myrzake-Komsomol;Мырзаке - Комсомол;Мырзаке - Комсомол;17;loc
UAD_OSI;21;Kolduk-Nichke;Колдук - Ничке;Колдук - Ничке;9;loc
UAD_OSI;21;Jeenchi-Erkintoo;Jeenchi-Erkintoo;Jeenchi-Erkintoo;30;loc
UAD_OSI;21;Gairat-Nichkesai;Жээнчи - Экрин тоо;Жээнчи - Экрин тоо;10;loc
UAD_OSI;21;Bolshevik-Semizkol;Большевик - Семизкол;Большевик - Семизкол;7;loc
UAD_OSI;21;Uzgen-Chymbai;Узген - Чымбай;Узген - Чымбай;16;loc
UAD_OSI;21;Uzgen-Myrzake;Узген - Мызаке;Узген - Мызаке;14;loc
UAD_OSI;21;Bazarkorgon-Beshbadam;Базаркоргон - Бешбадам;Базаркоргон - Бешбадам;37;loc
UAD_OSI;21;Bazarkorgon-Beshikjon through Karacha-Kairma;Базаркоргон - Бешикжон через Карача - Кайырма;Базаркоргон - Бешикжон через Карача - Кайырма;23;loc
UAD_OSI;21;Aktaylakata-Kyzylay;Актайлаката - Кызылай;Актайлаката - Кызылай;14;loc
UAD_OSI;21;Bazarkorgon-Maslozavod;Базаркоргон - Маслозавод;Базаркоргон - Маслозавод;3;loc
UAD_OSI;37;Bazarkorgon-Kolot;Базаркоргон - Колот;Базаркоргон - Колот;16;loc
UAD_OSI;37;Bazarkorgon-Seydikum;Базаркоргон - Сейдикум;Базаркоргон - Сейдикум;20;loc
UAD_OSI;37;Kyzylunkur-Kenkol;Кызылункур - Кенкол;Кызылункур - Кенкол;26;loc
UAD_OSI;37;Shaidan-Abdraimov;Шайдан - Абдраимов;Шайдан - Абдраимов;6;loc
UAD_OSI;37;Taldybulak-Kaba;Талдыбулак - Каба;Талдыбулак - Каба;14;loc
UAD_OSI;37;Kyzyloktyabr-Uchbulak;Кызыл Октябрь - Учбулак;Кызыл Октябрь - Учбулак;15;loc
UAD_OSI;37;Bazarkorgon-Kairma;Базаркоргон - Кайырма;Базаркоргон - Кайырма;10;loc
UAD_OSI;37;Bazarkorgon-bridge Karaunkur;Базаркоргон - мост Караункур;Базаркоргон - мост Караункур;3;loc
UAD_OSI;37;Bazarkorgon-Arslanbob;Базаркоргон - Арсланбоб;Базаркоргон - Арсланбоб;65;nat
UAD_OSI;37;Leninzhol-Shaydan;Ленинжол - Шайдан;Ленинжол - Шайдан;10;loc
UAD_OSI;37;Leninzhol-Kazarmazar-Sere;Ленинжо - Казарман - Сере;Ленинжо - Казарман - Сере;73;loc
UAD_OSI;37;Kochkorata-Maylisay;Кочкората - Майлисай;Кочкората - Майлисай;29;loc
UAD_OSI;37;Kochkorata-Tashchy-Bulak-Khilya-KH.punkt;Кочкората - Ташчы Булак - Хиля - KH punkt;Кочкората - Ташчы Булак - Хиля - KH punkt;10;loc
UAD_OSI;37;Rakhmanzhan-Karabulak;Рахманжан - Карабулак;Рахманжан - Карабулак;33;loc
UAD_OSI;37;Nooken-Karabulak-Kochkorata;Ноокен - Карабулак - Кочкората;Ноокен - Карабулак - Кочкората;31;loc
UAD_OSI;37;Leninzhol-Aral-Sakaldy;Ленинжол - Арал - Сакалды;Ленинжол - Арал - Сакалды;27;loc
UAD_OSI;37;Leninzhol-Beshzhygach-KH.punkt-Birdik;Ленинжол - Бешжыгач - KH.punkt - Бирдик;Ленинжол - Бешжыгач - KH.punkt - Бирдик;9;loc
UAD_OSI;37;Kolkhoz Komintern-Kommunizm;Колхоз Коминтерн - Куммунизм;Колхоз Коминтерн - Куммунизм;5;loc
UAD_OSI;37;Kommunizm-Bobuy-Rakhmanzhan;Коммунизм - Бобуй - Рахманжан;Коммунизм - Бобуй - Рахманжан;9;loc
UAD_OSI;37;Leninskoye-Sakaldy;Ленинское - Сакалды;Ленинское - Сакалды;9;loc
UAD_OSI;38;Karlmarks-Noshken;Карл Маркс - Ношкен;Карл Маркс - Ношкен;18;loc
UAD_OSI;44;Suzak-Kadu;Сузак - Каду;Сузак - Каду;50;nat
UAD_OSI;44;Blagoveshenka-Karakul;Благовещенка - Каракуль;Благовещенка - Каракуль;41;loc
UAD_OSI;44;Jalalabat-Blagoveshenka;ЖалалАбад - Благовещенка;ЖалалАбад - Благовещенка;2;loc
UAD_OSI;44;Kommunizm-Zhanydyykan;Коммунизм - Жаныдыйкан;Коммунизм - Жаныдыйкан;6;loc
UAD_OSI;44;Sarybulak-Ortok;Сарыбулак - Орток;Сарыбулак - Орток;12;loc
UAD_OSI;44;Kashkaterek-Katranky;Кашкатерек - Катранкы;Кашкатерек - Катранкы;26;loc
UAD_OSI;44;Tashtak-Achy ;Таштак - Ачы;Таштак - Ачы;17;loc
UAD_OSI;44;Ortok-Kashkasuu;Орток - Кашкасуу;Орток - Кашкасуу;15;loc
UAD_OSI;44;Aktook-Karamart;Актоок - Карамарт;Актоок - Карамарт;5;loc
UAD_OSI;44;Chokotobo-Eshme;Чоктобо - Эшме;Чоктобо - Эшме;27;loc
UAD_OSI;44;Aktook-Molbulak;Актоок - Молбулак;Актоок - Молбулак;1,6;loc
UAD_OSI;44;Taraz-Talas-Suusamyr;Тараз - Талас - Суусамыр;Тараз - Талас - Суусамыр;38;inter
UAD_OSI;44;Kirovka-St. Maimak ;Кировка - станция Маймак;Кировка - станция Маймак;27;nat
UAD_OSI;44;Amanbaeva - Tuz Ashu ;Аманбаева - Туз Ашу;Аманбаева - Туз Ашу;31;nat
UAD_OSI;44;Kirovka - Chatkal;Кировка - Чаткал;Кировка - Чаткал;90;nat
UAD_OSI;44;Kirovka - Chimkent;Кировка - Чимкент;Кировка - Чимкент;7;loc
UAD_OSI;44;Kirovka - Greben' - Plotina;Кировка - Гребень - Плотина;Кировка - Гребень - Плотина;11;loc
UAD_OSI;45;Karabuura - Doskain;Карабуура - Доскайын;Карабуура - Доскайын;19;loc
UAD_OSI;45;Gosdorga Bakair;Госдорога Бакаир;Госдорога Бакаир;11;loc
UAD_OSI;45;Amanbayeva - Lushchikhina;Аманбаева - Лущихина;Аманбаева - Лущихина;20;loc
UAD_OSI;45;Gosdoroga Kuru Bakair;ГосдорогаКуру Бакаир;ГосдорогаКуру Бакаир;9;loc
UAD_OSI;45;Gosdoroga Akzhar;Госдорога Акжар;Госдорога Акжар;2;loc
UAD_OSI;45;Suluu - Maymak st. Maymak;Сулуу - Станция Маймак - Маймак;Сулуу - Станция Маймак - Маймак;8;loc
UAD_OSI;45;Amanbayeva - Koksay;Аманбаева - Коксай;Аманбаева - Коксай;16;loc
UAD_OSI;45;Kok Say - Babakhan;Кок Сай - Бабахан;Кок Сай - Бабахан;22;loc
UAD_OSI;45;Kok Say - Kaynar - Kok - Say;Кок Сай - Кайнар - Кок Сай;Кок Сай - Кайнар - Кок Сай;12;loc
UAD_OSI;45;Kok Say - Archagul;Кок Сай - Арчагуль;Кок Сай - Арчагуль;3;loc
UAD_OSI;45;Oygain - Babakhan;Ойгайын - Бабахан;Ойгайын - Бабахан;39;loc
UAD_OSI;45;Amanbayeva - Oktyabrskoye;Аманбаева - Октябрьское;Аманбаева - Октябрьское;3;loc
UAD_OSI;45;Sheker - Archagul;Шекер - Арчагуль;Шекер - Арчагуль;8;loc
UAD_OSI;45;Kok Say - Sary Unkur;Кок Сай - Сары Ункур;Кок Сай - Сары Ункур;3;loc
UAD_OSI;45;Gosdoroga Kok Dobo;Госдорога Кок Добо;Госдорога Кок Добо;3;loc
UAD_OSI;45;Access road to Chimkent;Подъездная дорога к Шымкенту;Подъездная дорога к Шымкенту;3,4;loc
UAD_OSI;45;Klyuchovka - May - Bakiyan;Ключовка - Май - Бакиян;Ключовка - Май - Бакиян;4,5;loc
UAD_OSI;45;Gosdoroga - Sarymsak;Госдорога - Сарымсак;Госдорога - Сарымсак;17;loc
UAD_OSI;45;Balykchy-Ananyevo-Karakol l40-156km;Балыкчы - Ааньево - Каракол 140-156 км;Балыкчы - Ааньево - Каракол 140-156 км;116;inter
UAD_OSI;45;Grigoryevka-Pristan';Григорьевка - Пристань;Григорьевка - Пристань;8;nat
UAD_OSI;45;Cholpon Ata-Zolotaya Gorka;Чолпон Ата - Золотая Горка;Чолпон Ата - Золотая Горка;4;loc
UAD_OSI;45;Turbaza-Ananyevo-Kok Dobo;Турбаза - Ананьево - Кок Добо;Турбаза - Ананьево - Кок Добо;11,8;loc
UAD_OSI;959;Kalinin-Liman;Калинин - Лиман;Калинин - Лиман;14;loc
UAD_OSI;959;Chon Sary Oy-Tegerek;Чон Сары Ой - Тегерек;Чон Сары Ой - Тегерек;10;loc
UAD_OSI;959;Progress-Ak Shybak;Прогресс - Ак Шыбак;Прогресс - Ак Шыбак;9;loc
UAD_OSI;959;Bosteri-Tegerek;Бостери - Тегерек;Бостери - Тегерек;10;loc
UAD_OSI;959;Komsomol M.T.F.;Комсмол МТФ;Комсмол МТФ;12;loc
UAD_OSI;959;Korumdu-Kum Bel;Корумду - Кум Бел;Корумду - Кум Бел;10,5;loc
UAD_OSI;959;Temirovka-Chon Ak Suu;Темировка - Чон Ак Суу;Темировка - Чон Ак Суу;13;loc
UAD_OSI;959;Grigoryevka-Kol-Kashka Suu;Григорьевка - Кол - КашкаСуу;Григорьевка - Кол - КашкаСуу;16;loc
UAD_OSI;959;Semenovka-Ak Suu;Семеновка - Ак Суу ;Семеновка - Ак Суу ;27;loc
UAD_OSI;959;Zharkymbayevo-ABTs-Karal Dobo;Жаркымбаево - АБТ - Кара Добо;Жаркымбаево - АБТ - Кара Добо;6;loc
UAD_OSI;959;Oruktu-Uzun Bulak;Орукту - Узун Булак;Орукту - Узун Булак;9;loc
UAD_OSI;959;Naryn-Baetovo 0-83km ;Нарын - Баетово 0-83 км;Нарын - Баетово 0-83 км;83;nat
UAD_OSI;959;On Archa-Ashyrma 0-82km;Он Арча - Ашырма 0-82 км;Он Арча - Ашырма 0-82 км;82;nat
UAD_OSI;959;Naryn-Oruktam 0-75km ;Нарын - Оруктам 0-75 км;Нарын - Оруктам 0-75 км;75;nat
UAD_OSI;960;Ekinaryn-Kensaz 0-8km;Экинарын - Кенсаз 0-8 км;Экинарын - Кенсаз 0-8 км;18;nat
UAD_OSI;960;Gosdoroga Pioneer ;Госдорога Пионер;Госдорога Пионер;4,5;loc
UAD_OSI;960;Zhanbulak-Kara Too ;Жанбулак - Кара Тоо;Жанбулак - Кара Тоо;25;loc
UAD_OSI;960;Gosdoroga Shoro ;госдорога Шоро;госдорога Шоро;5;loc
UAD-JAB;12;Gosdoroga 8-Mart ;госдорога 8 Марта;госдорога 8 Марта;7;loc
UAD-JAB;12;Gosdoroga Uch Nura ;госдорога Уч Нура;госдорога Уч Нура;55;loc
UAD-JAB;12;Uchkun-Ortosyrt ;Учкун - Ортосырт;Учкун - Ортосырт;35;loc
UAD-JAB;12;Dostuck Sary Too ;Достук Сары Тоо;Достук Сары Тоо;5,6;loc
UAD-JAB;12;Chalkak 0-0km;Чалкак 0-0 км;Чалкак 0-0 км;10;loc
UAD-JAB;12;Bishkek-Osh 9-209 km;Бишкек - Ош 9-209км;Бишкек - Ош 9-209км;200;inter
UAD-JAB;12;Kochkor-Aral-Too Ashuu;Кочкор - Арал - Тоо Ашуу ;Кочкор - Арал - Тоо Ашуу ;85;inter
UAD-JAB;12;Suusamyr-Zapadnyi Karakol;Суусамыр - Западный Каракол;Суусамыр - Западный Каракол;84;nat
UAD-JAB;12;Tooluk- Sarykamysh;Тоолук - Сарыкамыш;Тоолук - Сарыкамыш;45;nat
UAD-JAB;12;Bishkek -Naryn-Torugart 32,4-82,0 km;Бишкек - Нарын - Торугарт 32,4-82,0 км;Бишкек - Нарын - Торугарт 32,4-82,0 км;48,7;inter
UAD-JAB;12;Tokmok-Donaryk-Rot Front-Ivanovka with turning to Yurevka v. M-005 ;Токмок - Донарык - Рот Фронт - Ивановка с поворотом к селу Юрьевка М-005;Токмок - Донарык - Рот Фронт - Ивановка с поворотом к селу Юрьевка М-006;49;nat
UAD-JAB;17;Kegety-East Karakol M-006 ;Кегети - Восточный Каракол М-006;Кегети - Восточный Каракол М-007;43;nat
UAD-JAB;17;Menetkech-Tower Burana-Donaryk;Менеткеч - Башня Бурана - Донарык;Менеткеч - Башня Бурана - Донарык;9;nat
UAD-JAB;17;ABZ-Pionerlager;АБЗ - Пионерлагерь;АБЗ - Пионерлагерь;3;loc
UAD-JAB;17;Tokmok-Progress-Kairma;Токмок - Прогресс - Каирма;Токмок - Прогресс - Каирма;15;loc
UAD-JAB;17;Tokmok-Saylyk;Токмок - Сайлык;Токмок - Сайлык;6;loc
UAD-JAB;17;67th km of Bishkek-Torugart road- Koshkorgon-Iskra;67й км трассы Бишкек - Торугарт - Кошкоргон - Искра;67й км трассы Бишкек - Торугарт - Кошкоргон - Искра;17;loc
UAD-JAB;17;Zhany Turmush-Kara Dobo;Жаны Турмуш - Кара Добо;Жаны Турмуш - Кара Добо;6;loc
UAD-JAB;17;Leskhoz-Turukayyn;Лесхоз - Турукайын;Лесхоз - Турукайын;5;loc
UAD-JAB;17;Progress -10th km of Tokmok-Shamsi road;Прогресс - 10й км трассы Токмок - Шамси;Прогресс - 10й км трассы Токмок - Шамси;4;loc
UAD-JAB;17;Kyzyl Suu gorge-Shamsi;Ущелье Кызыл Суу - Шамси;Ущелье Кызыл Суу - Шамси;17;loc
UAD-JAB;17;Koshoy-Alchaluu-Kyzyl Asker ;Кошой - Алчалуу - Кызыл Аскер;Кошой - Алчалуу - Кызыл Аскер;13;loc
UAD-JAB;17;Alchalu-Sovetskoye-Donaryk;Алчалуу - Советское - Донарык;Алчалуу - Советское - Донарык;11;loc
UAD-JAB;17;Sovetskoye-Kegety;Советское - Кегети;Советское - Кегети;5;loc
UAD-JAB;17;Chapayevo-Kegety-Arpatektir;Чапаево - Кегети - Арпатеткир;Чапаево - Кегети - Арпатеткир;14;loc
UAD-JAB;17;Kalygul-Shkola-Internat;Калыгул - Школа-интернат;Калыгул - Школа-интернат;9;loc
UAD-JAB;17;Chuy-Ak Beshim;Чуй - Ак Бешим;Чуй - Ак Бешим;4;loc
UAD-JAB;17;Madaniyat-Kyzyl Suu gorge-Kara Moko-Konorchok;Маданият - Ущелье Кызыл Суу - Кара Моко - Конорчок;Маданият - Ущелье Кызыл Суу - Кара Моко - Конорчок;38;loc
UAD-JAB;27;Bishkek-Naryn-Torugart 203-264 km;Бишкек - Нарын - Торугарт 203-264 км;Бишкек - Нарын - Торугарт 203-264 км;61;inter
UAD-JAB;27;Zhanyzhol-Zhoonaryk 0-11,2 km;Жаныжол - Жоонарык 0-11,2 км;Жаныжол - Жоонарык 0-11,2 км;11,2;inter
UAD-JAB;27;Kokmoynok-Kuvaky-Kochkor 0-26,1km ;Кокмойнок - Кувакы - Кочкор 0-26,1 км;Кокмойнок - Кувакы - Кочкор 0-26,1 км;19,9;inter
UAD-JAB;27;Kochkor-Aral 0-41km ;Кочкор - Арал 0-41 км;Кочкор - Арал 0-41 км;41;inter
UAD-JAB;27;Komsomol-Karakol pass 0-42,7 km;Комсомол - перевал Каракол 0-42,7 км;Комсомол - перевал Каракол 0-42,7 км;42,7;nat
UAD-JAB;27;Kegeti-Vostochniy Karakol 0-14,4 km;Кегети - Восточный Каракол 0-14,4 км;Кегети - Восточный Каракол 0-14,4 км;14,4;nat
UAD-JAB;27;Kochkor-Kommunizm 0-80 km;Кочкор - Коммунизм 0-80 км;Кочкор - Коммунизм 0-80 км;80;nat
UAD-JAB;27;Kochkor-Isakeev 0-18 km ;Кочкор - Исакеев 0-18 км;Кочкор - Исакеев 0-18 км;18;loc
UAD-JAB;31;Kochkor-Ormonkhan 0-30 km;Кочкор - Ормонхан 0-30 км;Кочкор - Ормонхан 0-30 км;30;loc
UAD-JAB;31;Kochkor-Arsy-Kyzylompol 0-27 km;Кочкор - Арсы - Кызыломпол 0-27 км;Кочкор - Арсы - Кызыломпол 0-27 км;27;loc
UAD-JAB;31;Kumdobo-Saralasaz 0-31 km;Кумдобо - Сараласаз 0-31 км;Кумдобо - Сараласаз 0-31 км;31;loc
UAD-JAB;31;Kommunizm-Sook stow 0-40 km;Коммунизм - Урочище Соок 0-40 км;Коммунизм - Урочище Соок 0-40 км;40;loc
UAD-JAB;31;Semizbel-Karakungoy 0-10 km;Семизбел - Каракунгой 0-110 км;Семизбел - Каракунгой 0-110 км;10;loc
UAD-JAB;31;Kyzyldobo-Ortok 0-16 km;Кызылдобо - Орток 0-16 км;Кызылдобо - Орток 0-16 км;16;loc
UAD-JAB;31;Kokcholok-Chekildek 0-2 km;Кокчолок - Чекилдек 0-2 км;Кокчолок - Чекилдек 0-2 км;2;loc
UAD-JAB;31;Kokjar-Chalay 0-16 km;Kokjar-Chalay 0-16 km;Kokjar-Chalay 0-16 km;16;loc
UAD-JAB;31;Cholpon-Shakhtatuz 0-15km;Чолпон - Шахтатуз 0-15 км;Чолпон - Шахтатуз 0-15 км;15;loc
UAD-JAB;31;Bishkek-Osh 613 - 664 km;Бишкек - Ош 613-664 км;Бишкек - Ош 613-664 км;51;inter
UAD-JAB;31;Osh-Karasuu-Uzgen с 22-40km;Ош - Карасуу - Узген 22-40км;Ош - Карасуу - Узген 22-40км;18;inter
UAD-JAB;31;Kurshab-Jalpaktash;Куршаб - Жалпакташ;Куршаб - Жалпакташ;42;nat
UAD-JAB;31;Kurshab-Kyzylsenir ;Куршаб - Кызылсенир;Куршаб - Кызылсенир;5;loc
UAD-JAB;50;Zhanchukur-Sheraly ;Жанчукур - Шерали;Жанчукур - Шерали;19;loc
UAD-JAB;50;Kurshab-Karatash ;Куршаб - Караташ;Куршаб - Караташ;7;loc
UAD-JAB;50;Kurshab-Alga-Agronom;Куршаб - Алга - Агроном;Куршаб - Алга - Агроном;12;loc
UAD-JAB;50;Bishkek- Naryn-Torugart  367-539 км;Бишкек - Нарын - Торугарт 367-539 км;Бишкек - Нарын - Торугарт 367-539 км;172;inter
UAD-JAB;50;Gosdoroga-Tashrabat 0-29 km ;Госдорога - Ташрабат 0-29 км;Госдорога - Ташрабат 0-29 км;29;nat
UAD-JAB;50;Gosdoroga-Communism 0-3 km ;Госдорога - Коммунизм 0-3 км;Госдорога - Коммунизм 0-3 км;2;nat
UAD-JAB;50;Gosdoroga-Atbashy 0-3 km;Госдорога - Ат Башы 0-3 км;Госдорога - Ат Башы 0-3 км;3;nat
UAD-JAB;50;Kalinin-Achakaiyndy 0-14 km ;Калинин - Ачакайынды 0-14 км;Калинин - Ачакайынды 0-14 км;14;loc
UAD-JAB;50;Gosdoroga-Kyzyltuu-Pogranichnik-Kalinin ;Госдорога - Кызылтуу - Пограничник - Калинин;Госдорога - Кызылтуу - Пограничник - Калинин;29;loc
UAD-JAB;50;Pogranichnik-Keltebek 0-31 km;Пограничник - Келтебек 0-31км;Пограничник - Келтебек 0-31км;31;loc
UAD-JAB;50;Lubyanoe-Oktyabrskoe-Chuiskoe;Лубяное - Октябрьское - Чуйское;Лубяное - Октябрьское - Чуйское;7;loc
UAD-JAB;50;Grozd-Upper At-Bashy;Грозд - Верхний Ат Башы;Грозд - Верхний Ат Башы;5,5;loc
UAD-JAB;50;Almaty-Bishkek-Tashkent (Bishkek-Kordai part) ;Алматы - Бишкек - Ташкент (отрезок Бишкек - Кордай);Алматы - Бишкек - Ташкент (отрезок Бишкек - Кордай);11,2;inter
UAD-JAB;51;Access road to Bishkek from Kordai ;Подъездная дорога к Бишкеку из Кордая;Подъездная дорога к Бишкеку из Кордая;5,8;inter
UAD-JAB;51;Bishkek -Naryn-Torugart;Бишкек - Нарын - Торугарт;Бишкек - Нарын - Торугарт;32,4;inter
UAD-JAB;51;Krasnaya Rechka -Ysyk Ata ;Красная Речка - Ыссык Ата;Красная Речка - Ыссык Ата;45;nat
UAD-JAB;51;Manas-Kamyshanovka;Манас - Камышановка;Манас - Камышановка;34;nat
UAD-JAB;51;At Bashy channel-Lugovoye;Канал Ат Башы - Луговое;Канал Ат Башы - Луговое;32,1;nat
UAD-JAB;51;Osh-Sary Tash-Irkeshtam;Ош - Сары Таш - Иркештам;Ош - Сары Таш - Иркештам;113;inter
UAD-JAB;51;Gulcha-Korul-Suukdobo;Гульча - Корул - Суукдобо;Гульча - Корул - Суукдобо;32;nat
UAD-JAB;51;Gulcho-Zhosholu-Ayutapan;Гульчо - Жошолу - Аютапан;Гульчо - Жошолу - Аютапан;33;loc
UAD-JAB;51;85 km PAD-Budalyk;85 км ПАД - Будалык;86 км ПАД - Будалык;17;loc
UAD-JAB;51;105 km PAD-Bulolu;105 км ПАД - Булолу;106 км ПАД - Булолу;17;loc
UAD-JAB;51;115 km PAD-Askaly;115 км ПАД - Аскалы;116 км ПАД - Аскалы;15;loc
UAD-JAB;51;Kyzylkorgon-Murdash;Кызлкоргон - Мурдаш;Кызлкоргон - Мурдаш;9;loc
UAD-JAB;52;Sopukorgon-Terek;Сопукоргон - Терек;Сопукоргон - Терек;9;loc
UAD-JAB;52;Arpa-Tektir-KablanKol;Арпа - Тектир - Кабланкол;Арпа - Тектир - Кабланкол;17;loc
UAD-JAB;52;Gulcha-Kyzylsuu;Гульча - Кызылсуу;Гульча - Кызылсуу;24;loc
UAD-JAB;52;Zhosholu-Karatoktu;Жошолу - Каратокту;Жошолу - Каратокту;11;loc
UAD-JAB;52;145 km PAD-Madaniyat;145 км ПАД - Маданият;146 км ПАД - Маданият;4;loc
UAD-JAB;52;155 km PAD -Kyzylalay;155 км ПАД - Кызылалай;156 км ПАД - Кызылалай;2;loc
UAD-JAB;52;Budalyk-Kumshoro;Будалык - Кумшоро;Будалык - Кумшоро;2;loc
UAD-JAB;52;Osh-Sary Tash-Irkeshtam ;Ош - Сарыташ - Иркештам;Ош - Сарыташ - Иркештам;112;inter
UAD-JAB;52;Sary Tash-Kyzylart pass ;Сарыташ - перевал Кызыларт;Сарыташ - перевал Кызыларт;45;inter
UAD-JAB;52;Sary Tash-Karamyk;Сарыташ - Карамык;Сарыташ - Карамык;30;inter
UAD-JAB;52;Taichykpas-Koksuu;Тайчыкпас - Коксуу;Тайчыкпас - Коксуу;35;loc
