PLUAD_name;DEP_num;Road_num;NameEn;NameRus;NameKg;Length;NumberOfBridge;type;
UAD_BNT;32;14;Kemin-Shabdan-Kok Oirok;Кемин - Шабдан - Кок Ойрок;Кемин - Шабдан - Кок Ойрок;102;10;nat;
UAD_BNT;32;15;Kemin-Ilich-Ak Tuz;Кемин - Ильич - Ак Тюз;Кемин - Ильич - Ак Тюз;36;7;nat;
UAD_BNT;32;16;Boroldoy-Zholbulak;Боролдой - Жолбулак;Боролдой - Жолбулак;8;0;nat;
UAD_BNT;32;17;Kemin-Orlovka;Кемин - Орловка;Кемин - Орловка;6;0;nat;
UAD_BNT;32;12;Tar Suu-Tegirmenti;Таш Суу - Тегирменти;Таш Суу - Тегирменти;15;;loc;
UAD_BNT;32;13;Gosdoroga-Kyzyl Octyabr;Госдорога - Кызыл Октябрь;Госдорога - Кызыл Октябрь;2;;loc;
UAD_BNT;32;14;Chui bridge-Beisheke-Boroldoy ;Чуйский мост - Бейшеке - Боролдой;Чуйский мост - Бейшеке - Боролдой;16;;loc;
UAD_BNT;32;15;Beisheke-Orto-Jon ;Бейшеке - Орто Жон;Бейшеке - Орто Жон;30;;loc;
UAD_BNT;32;16;Boroldoy-Konur-Belsaz-Ilich ;Боролой - Конур - Белсаз - Ильич;Боролой - Конур - Белсаз - Ильич;52;;loc;
UAD_BNT;32;17;128km-Gosdaroga-Terek Sai stow ;128 км - Госдорога - Урочище Терек Сай;129 км - Госдорога - Урочище Терек Сай;18;;loc;
UAD_BNT;32;18;Zhanyzhol-Zholbulak-Zhyltyr ;Жаныжол - Жолбулак - Жылтыр;Жаныжол - Жолбулак - Жылтыр;13;;loc;
UAD_BNT;32;19;Boroldoy-MTF ;Боролдой - МТФ;Боролдой - МТФ;2;;loc;
UAD_BNT;32;20;Chym Korgon-MTF ;Чымкоргон - МТФ;Чымкоргон - МТФ;5;;loc;
UAD_BNT;32;59;Kara Bulak-Beisheke;Кара Булак - Бейшеке;Кара Булак - Бейшеке;7;;loc;
UAD_BNT;34;2;Kant-Tokmok Kemin 18-39 km ;Кант - Токмок - Кемин 18-39 км;Кант - Токмок - Кемин 18-39 км;21;0;int;
UAD_BNT;34;2;Kant-Tokmok Kemin 39-86 km;Кант - Токмок - Кемин 39-86 км;Кант - Токмок - Кемин 39-86 км;47;3;int;
UAD_BNT;34;1;Tokmok-Kalinovka 0-19 km;Токмок - калиновка 0-19км;Токмок - калиновка 0-19км;19;5;nat;
UAD_BNT;34;2;Tokmok-Shamshy-Tuyuk 0-42 km;Токмок - Шамси - Туюк 0-42 км;Токмок - Шамси - Туюк 0-42 км;42;6;nat;
UAD_BNT;34;3;Orlovka-Chym Korgon;Орловка - Чым Коргон;Орловка - Чым Коргон;14;1;nat;
UAD_BNT;34;4;Orlovka-Madaniyat-Shamshy;Орловка - Маданият - Шамси;Орловка - Маданият - Шамси;18;3;nat;
UAD_BNT;34;7;Kant - Chuyskiy most 0-13,4 km;Кант - Чуйский мост 0-13,4км;Кант - Чуйский мост 0-13,4км;13,4;1;nat;
UAD_BNT;34;18;Orlovka-Zhany-Alysh;Орловка - Жаны Алыш;Орловка - Жаны Алыш;6,1;0;nat;
UAD_BNT;34;1;Pioner Lager-Pastbishche-Bel Saz;Пионерлагерь - пастбище Бел Саз;Пионерлагерь - пастбище Бел Саз;28;;loc;
UAD_BNT;34;2;Kirovo-Syn Tash 0-5 km;Кирово - Сын Таш 0-5 км;Кирово - Сын Таш 0-5 км;5;;loc;
UAD_BNT;34;3;Ak Say-Yuryevka 0-5 km;Ак Сай - Юрьевка 0-5 км;Ак Сай - Юрьевка 0-5 км;5;;loc;
UAD_BNT;34;4;Epkin kr. vostok-Budenovka with access road to Sotsialchy v.;Эпкин восток - Буденовка с подъездной дорогой к селу Социалчы;Эпкин восток - Буденовка с подъездной дорогой к селу Социалчы;31;;loc;
UAD_BNT;34;5;Krasnaya Rechka - bypass road 0-4 km;Красная речка - объездная дорога 0-4 км;Красная речка - объездная дорога 0-4 км;4;;loc;
UAD_BNT;34;6;Ken Bulun - Svinsovkhoz 0-19 km;Кен Булун - Свинсовхоз 0-19 км;Кен Булун - Свинсовхоз 0-19 км;19;;loc;
UAD_BNT;34;7;Ivanovka - bypass road 0-4 km;Ивановка - объездная дорога 0-4 км;Ивановка - объездная дорога 0-4 км;4;;loc;
UAD_BNT;34;8;Ivanovka - Plodopitomnik 0-2 km;Ивановка - Плодопитомник 0-2 км;Ивановка - Плодопитомник 0-2 км;2;;loc;
UAD_BNT;34;9;Rot Front - Syntash 0-10 km;Рот Фронт - Сынташ 0-10 км;Рот Фронт - Сынташ 0-10 км;10;;loc;
UAD_BNT;34;10;38 km. Gosdoroga - Bypass road 0-3 km;38 км Госдорога - Объездная дорога 0-3 км;39 км Госдорога - Объездная дорога 0-3 км;3;;loc;
UAD_BNT;34;11;Orlovka-Taldy Bulak-P.Oktorkoy;Орловка - Талды Булак - П.Окторкой;Орловка - Талды Булак - П.Окторкой;25;;loc;
UAD_BNT;34;38;Kenesh-Bypass road 0-5 km;Кенеш - Объездная дорога - 0-5 км;Кенеш - Объездная дорога - 0-5 км;5;;loc;
UAD_BNT;39;3;Almaty-Bishkek-Tashkent 232-255 km ;Алматы - Бишкек - Ташкент 232-255 км;Алматы - Бишкек - Ташкент 232-255 км;23;5;int;
UAD_BNT;39;4;Access to Bishkek 0-17 km;Подъездная дорога к Бишкеку 0-17 км;Подъездная дорога к Бишкеку 0-17 км;17;3;int;
UAD_BNT;39;5;Maevka-Ala Archa reservoir 0-9 km;Маевка - водохранилище Ала Арча 0-9 км;Маевка - водохранилище Ала Арча 0-9 км;9;1;nat;
UAD_BNT;39;6;Voenno Antonovka - Uchhoz 0-12,5 km;Военно Антоновка - Учхоз 0-12,5 км;Военно Антоновка - Учхоз 0-12,5 км;12,5;1;nat;
UAD_BNT;39;21;Vostochnoye - Zhanypakhta 0-12 km;Восточное - Жаныпахта 0-12 км;Восточное - Жаныпахта 0-12 км;12;;loc;
UAD_BNT;39;22;Bishkek - Kamyshanovka-Broylernaya 0-11 km;Бишкек - Камышановка - Бройлерная 0-11км;Бишкек - Камышановка - Бройлерная 0-11км;11;;loc;
UAD_BNT;39;23;Zhany Pakhta - Nizhnechuisk - Mirnyy - Taltak 0-20 km;Жаныпахта - Нижнечуйск - мирный - талтак 0-2,км;Жаныпахта - Нижнечуйск - мирный - талтак 0-2,км;20;;loc;
UAD_BNT;39;24;Access road to Lesnoye v. 0-3 km;подъездная дорога к селу Лесное 0-3 км;подъездная дорога к селу Лесное 0-3 км;3;;loc;
UAD_BNT;39;25;Chatkul - Tortkul - Uchkhoz 0-18 km;Чаткул - Торткул - Учхоз 0-18км;Чаткул - Торткул - Учхоз 0-18км;18;;loc;
UAD_BNT;39;26;Sovhoz Frunze - RKOOS 0-7 km;Совхоз Фрунзе - РКООС 0-7 км;Совхоз Фрунзе - РКООС 0-7 км;7;;loc;
UAD_BNT;39;27;Bishkek - Kr. Stroitel 0-4 km;Бишкек - Красный Строитель 0-4 км;Бишкек - Красный Строитель 0-4 км;4;;loc;
UAD_BNT;39;28;Prigorodnoye - Ozernoye 0-14 km;Пригородное - Озерное 0-14км;Пригородное - Озерное 0-14км;14;;loc;
UAD_BNT;39;29;Rassvet - Mramornoye 0-11 km;Рассвет - Мраморное 0-11км;Рассвет - Мраморное 0-11км;11;;loc;
UAD_BNT;39;30;Leninskoye - Ozernoye 0-6,1 km;Ленинское - Озерное 0-6,1км;Ленинское - Озерное 0-6,1км;6,1;;loc;
UAD_BNT;39;31;Lebedinovka - GES-5 0-6,6 km;Лебединовка - ГЭС% 0-6,6км;Лебединовка - ГЭС% 0-6,6км;6,6;;loc;
UAD_BNT;39;32;Alamudun - Mykan - Dachnyi 0-9,2 km;Аламедин - Мукан - Дачныйм0-9,2км;Аламедин - Мукан - Дачныйм0-9,2км;9,2;;loc;
UAD_BNT;39;33;Leninskoye - Kaiyrma-p/ya Moldovanovka 0-5 km;Ленинское - Кайырма - Молдовановка 0-5км;Ленинское - Кайырма - Молдовановка 0-5км;5;;loc;
UAD_BNT;39;34;Lebedinovka - Mazarsuu 0-3 km;Лебединовка - Мазарсуу 0-3км;Лебединовка - Мазарсуу 0-3км;3;;loc;
UAD_BNT;39;35;GES-5 - MGKO 0-3,5 km;ГЭС5 - МГКО 0-3,5км;ГЭС5 - МГКО 0-3,5км;3,5;;loc;
UAD_BNT;39;36;Leninskoye-GES-5 0-3 km;Ленинское - ГЭС5 0-3 км;Ленинское - ГЭС5 0-3 км;3;;loc;
UAD_BNT;39;37;Mayskiy - Nizhnyaya Ala Archa 0-6,6 km;Майский - Нижняя Ала Арча 0-6,6 км;Майский - Нижняя Ала Арча 0-6,6 км;6,6;;loc;
UAD_BNT;41;1;Bishkek- Naryn-Torugart  283-367 km;Бишкек - Нарын - Торугарт 283-367 км;Бишкек - Нарын - Торугарт 283-367 км;103;8;int;
UAD_BNT;41;5;Bypass road Naryn c. 0-5,1 km;Объездная дорога города Нарын 0-5,1 км;Объездная дорога города Нарын 0-5,1 км;5,1;1;int;
UAD_BNT;41;39;Gosdoroga-Konezavod 0-1 km ;Госдорога - Конезавод 0-1км;Госдорога - Конезавод 0-1км;1;;loc;
UAD_BNT;41;40;Onarcha-Echki Bashy 0-5 km;Онарча - Эчки башы 0-5 км;Онарча - Эчки башы 0-5 км;5;;loc;
UAD_BNT;41;41;Gosdoroga-Min Bulak 0-15 km;Госдорога - Минбулак 0-15 км;Госдорога - Минбулак 0-15 км;15;;loc;
UAD_BNT;41;42;Gosdoroga-Emgekchil 0-9 km;Госдорога - Эмгекчил 0-9 км;Госдорога - Эмгекчил 0-9 км;9;;loc;
UAD_BNT;41;43;Dolon - Kichikarakuzhur-Soltonsary 0-60 km;Долон - Кичикаракужур - Солтонсары 0-60 км;Долон - Кичикаракужур - Солтонсары 0-60 км;60;;loc;
UAD_BNT;41;45;Ekiottuk - Karatalzhapyryk-Son Kol 0-60 km;Экиоттук - Караталжапырык - Сон Кол 0-60 км;Экиоттук - Караталжапырык - Сон Кол 0-60 км;40;;loc;
UAD_BNT;41;46;Teskey-Torpu - Son Kol 0-20 km;Тескей - Торпу - Сон Кол 0-60 км;Тескей - Торпу - Сон Кол 0-60 км;20;;loc;
UAD_BNT;955;1;Bishkek-Naryn-Torugart 203-264 km;Бишкек - Нарын - Торугарт 203-264 км;Бишкек - Нарын - Торугарт 203-264 км;61;0;int;
UAD_BNT;955;6;Zhanyzhol-Zhoonaryk 0-11,2 km;Жаныжол - Жоонарык 0-11,2 км;Жаныжол - Жоонарык 0-11,2 км;11,2;5;int;
UAD_BNT;955;7;Kokmoynok-Kuvaky-Kochkor 0-26,1km ;Кокмойнок - Кувакы - Кочкор 0-26,1 км;Кокмойнок - Кувакы - Кочкор 0-26,1 км;19,9;5;int;
UAD_BNT;955;8;Kochkor-Aral 0-41km ;Кочкор - Арал 0-41 км;Кочкор - Арал 0-41 км;41;0;int;
UAD_BNT;955;8;Komsomol-Karakol pass 0-42,7 km;Комсомол - перевал Каракол 0-42,7 км;Комсомол - перевал Каракол 0-42,7 км;42,7;0;nat;
UAD_BNT;955;9;Kegeti-Vostochniy Karakol 0-14,4 km;Кегети - Восточный Каракол 0-14,4 км;Кегети - Восточный Каракол 0-14,4 км;14,4;0;nat;
UAD_BNT;955;10;Kochkor-Kommunizm 0-80 km;Кочкор - Коммунизм 0-80 км;Кочкор - Коммунизм 0-80 км;80;9;nat;
UAD_BNT;955;47;Kochkor-Isakeev 0-18 km ;Кочкор - Исакеев 0-18 км;Кочкор - Исакеев 0-18 км;18;;loc;
UAD_BNT;955;48;Kochkor-Ormonkhan 0-30 km;Кочкор - Ормонхан 0-30 км;Кочкор - Ормонхан 0-30 км;30;;loc;
UAD_BNT;955;49;Kochkor-Arsy-Kyzylompol 0-27 km;Кочкор - Арсы - Кызыломпол 0-27 км;Кочкор - Арсы - Кызыломпол 0-27 км;27;;loc;
UAD_BNT;955;50;Kumdobo-Saralasaz 0-31 km;Кумдобо - Сараласаз 0-31 км;Кумдобо - Сараласаз 0-31 км;31;;loc;
UAD_BNT;955;51;Kommunizm-Sook stow 0-40 km;Коммунизм - Урочище Соок 0-40 км;Коммунизм - Урочище Соок 0-40 км;40;;loc;
UAD_BNT;955;52;Semizbel-Karakungoy 0-10 km;Семизбел - Каракунгой 0-110 км;Семизбел - Каракунгой 0-110 км;10;;loc;
UAD_BNT;955;53;Kyzyldobo-Ortok 0-16 km;Кызылдобо - Орток 0-16 км;Кызылдобо - Орток 0-16 км;16;;loc;
UAD_BNT;955;54;Kokcholok-Chekildek 0-2 km;Кокчолок - Чекилдек 0-2 км;Кокчолок - Чекилдек 0-2 км;2;;loc;
UAD_BNT;955;55;Kokjar-Chalay 0-16 km;Kokjar-Chalay 0-16 km;Kokjar-Chalay 0-16 km;16;;loc;
UAD_BNT;955;60;Cholpon-Shakhtatuz 0-15km;Чолпон - Шахтатуз 0-15 км;Чолпон - Шахтатуз 0-15 км;15;;loc;
UAD_BNT;957;1;Bishkek- Naryn-Torugart  367-539 км;Бишкек - Нарын - Торугарт 367-539 км;Бишкек - Нарын - Торугарт 367-539 км;172;20;int;
UAD_BNT;957;11;Gosdoroga-Tashrabat 0-29 km ;Госдорога - Ташрабат 0-29 км;Госдорога - Ташрабат 0-29 км;29;1;nat;
UAD_BNT;957;12;Gosdoroga-Communism 0-3 km ;Госдорога - Коммунизм 0-3 км;Госдорога - Коммунизм 0-3 км;2;0;nat;
UAD_BNT;957;13;Gosdoroga-Atbashy 0-3 km;Госдорога - Ат Башы 0-3 км;Госдорога - Ат Башы 0-3 км;3;0;nat;
UAD_BNT;957;56;Kalinin-Achakaiyndy 0-14 km ;Калинин - Ачакайынды 0-14 км;Калинин - Ачакайынды 0-14 км;14;;loc;
UAD_BNT;957;57;Gosdoroga-Kyzyltuu-Pogranichnik-Kalinin ;Госдорога - Кызылтуу - Пограничник - Калинин;Госдорога - Кызылтуу - Пограничник - Калинин;29;;loc;
UAD_BNT;957;58;Pogranichnik-Keltebek 0-31 km;Пограничник - Келтебек 0-31км;Пограничник - Келтебек 0-31км;31;;loc;
UAD_BO;5;1;Bishkek-Osh с 596-613km;Бишкек - Ош 596-613 км;Бишкек - Ош 596-613 км;19;3;int;
UAD_BO;5;5;Myrzake-Karakulja-Alaiku;Мырзаке - каракулжа - Алайку;Мырзаке - каракулжа - Алайку;8;1;int;
UAD_BO;5;12;Myrzake-Karashoro;Мырзаке - Карашоро;Мырзаке - Карашоро;69;14;nat;
UAD_BO;5;14;Jylandy-Iirisuu-Changet;Жыланды - Ийрисуу - Чангет;Жыланды - Ийрисуу - Чангет;35;3;nat;
UAD_BO;5;13;Uzgen-Zerger;Узгер - Зергер;Узгер - Зергер;21;;loc;
UAD_BO;5;16;Uzgen-Kenesh-Aigyrjal;Узген - Кенеш - Айгыржал;Узген - Кенеш - Айгыржал;21;;loc;
UAD_BO;5;17;Myrzake-Komsomol;Мырзаке - Комсомол;Мырзаке - Комсомол;17;;loc;
UAD_BO;5;18;Kolduk-Nichke;Колдук - Ничке;Колдук - Ничке;9;;loc;
UAD_BO;5;19;Jeenchi-Erkintoo;Jeenchi-Erkintoo;Jeenchi-Erkintoo;30;;loc;
UAD_BO;5;20;Gairat-Nichkesai;Жээнчи - Экрин тоо;Жээнчи - Экрин тоо;10;;loc;
UAD_BO;5;21;Bolshevik-Semizkol;Большевик - Семизкол;Большевик - Семизкол;7;;loc;
UAD_BO;5;22;Uzgen-Chymbai;Узген - Чымбай;Узген - Чымбай;16;;loc;
UAD_BO;5;23;Uzgen-Myrzake;Узген - Мызаке;Узген - Мызаке;14;;loc;
UAD_BO;9;1;Bishkek-Osh 9-209 km;Бишкек - Ош 9-209км;Бишкек - Ош 9-209км;200;36;int;
UAD_BO;9;2;Kochkor-Aral-Too Ashuu;Кочкор - Арал - Тоо Ашуу ;Кочкор - Арал - Тоо Ашуу ;85;12;int;
UAD_BO;9;1;Suusamyr-Zapadnyi Karakol;Суусамыр - Западный Каракол;Суусамыр - Западный Каракол;84;6;nat;
UAD_BO;9;2;Tooluk- Sarykamysh;Тоолук - Сарыкамыш;Тоолук - Сарыкамыш;45;2;nat;
UAD_BO;22;1;Bishkek-Osh с 488-596km;Бишкек - Ош 488-596км;Бишкек - Ош 488-596км;110;13;int;
UAD_BO;22;3;Suzak bypass;Объездная Сузака;Объездная Сузака;9;2;int;
UAD_BO;22;4;Access road to Jalal-Abad c.;подъездная дорога к Жалад Абаду;подъездная дорога к Жалад Абаду;10;0;int;
UAD_BO;22;8;Barpy-Iyrisuu-Ozgon ;Барпы - Айрисуу - Озгон;Барпы - Айрисуу - Озгон;17;5;nat;
UAD_BO;22;9;Suzak-Karadarya;Сузак - Карадарья;Сузак - Карадарья;19;1;nat;
UAD_BO;22;10;Nefteprom-Uchmazar-Aral;Нефтепром - Учмазар - Арал;Нефтепром - Учмазар - Арал;10;2;nat;
UAD_BO;22;11;Madaniat-Maylysuu;Маданият - Майлисуу;Маданият - Майлисуу;19;2;nat;
UAD_BO;22;8;Kumush-Aziz-Masadan ;Кумуш - Азиз - Масаздан;Кумуш - Азиз - Масаздан;20;;loc;
UAD_BO;22;9;Nefteprom-Uchmazar ;Нефтепром - Учмазар;Нефтепром - Учмазар;17;;loc;
UAD_BO;22;10;Komsomol-Barpy-Turk Abad ;Комсомол - Барпы - Туркабад;Комсомол - Барпы - Туркабад;13;;loc;
UAD_BO;22;11;Suzak-Aral-Zhiyde ;Сузак - Арал - Жийде;Сузак - Арал - Жийде;9;;loc;
UAD_BO;22;12;Bekabad-Zhiyde-Munduz ;Бекабад - Жийде - Мундуз;Бекабад - Жийде - Мундуз;10;;loc;
UAD_BO;22;13;Bazarkorgon-Chkalov ;Базаркоргон - Чкалов;Базаркоргон - Чкалов;7;;loc;
UAD_BO;22;14;Madaniat-Mailysuu-Sary Bee ;Маданият - Майлисуу - Сары бээ;Маданият - Майлисуу - Сары бээ;6;;loc;
UAD_BO;22;15;Jalal Abad - Kurort ;ЖалалАбад- Курорт;ЖалалАбад- Курорт;4;;loc;
UAD_BO;23;1;Bishkek-Osh 209-318 km;Бишкек - Ош 209-318км;Бишкек - Ош 209-318км;109;17;int;
UAD_BO;23;3;Torkent-Tooluk-Sarykamysh ;Торкент - Тоолук - Сарыкамыш;Торкент - Тоолук - Сарыкамыш;155;11;nat;
UAD_BO;23;4;Toktogul-Beshtash;Токтогул - Бешташ;Токтогул - Бешташ;90;3;nat;
UAD_BO;26;7;Myrzake-Karakulja-Alaiku;Мырзыке - Каракулжа - Алайку;Мырзыке - Каракулжа - Алайку;138;14;int;
UAD_BO;26;16;Ylaitalaa-Gulcho;Ылайталаа - Гулчо;Ылайталаа - Гулчо;23;3;nat;
UAD_BO;26;28;Ylaitalaa-Karaguz-Tushunuk ;Ылайталаа - КарагузТушунук;Ылайталаа - КарагузТушунук;28;4;loc;
UAD_BO;26;29;Karakulja-Pervoe Maya ;Каракулжа - Первое  мая;Каракулжа - Первое  мая;12;0;loc;
UAD_BO;26;30;Chalma-Kalinin-Buyga ;Чалма - Калинин - Буйга;Чалма - Калинин - Буйга;20;2;loc;
UAD_BO;26;31;Ulyanov- Zhivprom ;Ульянов - Живпром;Ульянов - Живпром;6;0;loc;
UAD_BO;26;32;Karakulja-Akkyya ;Каракулжа - Первое  мая;Каракулжа - Первое  мая;9;0;loc;
UAD_BO;26;33;Tashkyya-Kirov-Zhiydeli ;Ташкыя - Киров - Жийдели;Ташкыя - Киров - Жийдели;12;0;loc;
UAD_BO;26;34;Ylaitalaa-Sai ;Ылайталаа - Сай;Ылайталаа - Сай;3;0;loc;
UAD_BO;26;35;Karakulja-Sarykamysh ;Каракулжа - Сарыкамыш;Каракулжа - Сарыкамыш;3;0;loc;
UAD_BO;26;36;Zhivprom-Por ;Живпром - Пор;Живпром - Пор;3;0;loc;
UAD_BO;26;37;Kirov-Zhanytalap;Киров - Жанталап;Киров - Жанталап;3;0;loc;
UAD_BO;30;1;Bishkek-Osh  318-427 km;Бишкек - Ош 318-427;Бишкек - Ош 318-428;109;6;int;
UAD_BO;30;1;Kyzyluran-Zhetigen ;Кызылуран - Жетиген;Кызылуран - Жетиген;10;0;loc;
UAD_BO;30;2;Kyzyluran-Telman;Кызылуран - Тельман;Кызылуран - Тельман;11;0;loc;
UAD_BO;30;3;Uchterek-Ozgorush;Учтерек - Озгоруш;Учтерек - Озгоруш;50;5+2;loc;
UAD_BO;38;1;Bishkek-Osh с 427 по 488 km;Бишкек - Ош 427-488 км;Бишкек - Ош 427-488 км;61;5;int;
UAD_BO;38;5;Tashkomur-Kyzylzhar-12 M-076;Ташкомур - Кызылжар 12 м-076;Ташкомур - Кызылжар 12 м-077;28;4;nat;
UAD_BO;38;6;Alabuka-Kerben-Tashkomur;Алабука - Кербен - Ташкомур;Алабука - Кербен - Ташкомур;54;6;nat;
UAD_BO;38;4;Maylysuu- Aksuu-Zhanytalap ;Майлусуу - Аксуу - Жаныталап;Майлусуу - Аксуу - Жаныталап;30;;loc;
UAD_BO;38;5;Kichiakzhol-Pionerlager ;Кичиакжол - Пионерлагерь;Кичиакжол - Пионерлагерь;16;;loc;
UAD_BO;38;6;Raikomol-Kechuu ;Райкомол - Кечуу;Райкомол - Кечуу;8;;loc;
UAD_BO;38;7;Zhanyzhol-Malkaldy;Жаныжол - Малкалды;Жаныжол - Малкалды;4,2;;loc;
UAD_BO;956;1;Bishkek-Osh 613 - 664 km;Бишкек - Ош 613-664 км;Бишкек - Ош 613-664 км;51;16;int;
UAD_BO;956;6;Osh-Karasuu-Uzgen с 22-40km;Ош - Карасуу - Узген 22-40км;Ош - Карасуу - Узген 22-40км;18;4;int;
UAD_BO;956;15;Kurshab-Jalpaktash;Куршаб - Жалпакташ;Куршаб - Жалпакташ;42;2;nat;
UAD_BO;956;24;Kurshab-Kyzylsenir ;Куршаб - Кызылсенир;Куршаб - Кызылсенир;5;;loc;
UAD_BO;956;25;Zhanchukur-Sheraly ;Жанчукур - Шерали;Жанчукур - Шерали;19;;loc;
UAD_BO;956;26;Kurshab-Karatash ;Куршаб - Караташ;Куршаб - Караташ;7;;loc;
UAD_BO;956;27;Kurshab-Alga-Agronom;Куршаб - Алга - Агроном;Куршаб - Алга - Агроном;12;;loc;
UAD_JAB;12;2;Kerben-Alabuka-Chatcal;Кербен - Алабука - Чаткал;Кербен - Алабука - Чаткал;13;4;nat;
UAD_JAB;12;3;Alabuka-Kerby-Tashkomur;Алабука - Керби - Ташкомур;Алабука - Керби - Ташкомур;35;2;nat;
UAD_JAB;12;4;Kerben-Uchkorgon-Hydro Power Station-Shamaldysai;Кербен - Учкоргон - Гидроэлектростанция - Шамалдысай;Кербен - Учкоргон - Гидроэлектростанция - Шамалдысай;72;12;nat;
UAD_JAB;12;1;Kerben-Kashkasuu ;Кербен - Кашкасуу;Кербен - Кашкасуу;32;;loc;
UAD_JAB;12;2;Karazhygach-Sarychelek lake ;Каражыгач - озеро Сарычелек;Каражыгач - озеро Сарычелек;40;;loc;
UAD_JAB;12;3;Kosh Dobo-Munduz-Aksuu ;Кош Добо - Мундуз - Аксуу;Кош Добо - Мундуз - Аксуу;94;;loc;
UAD_JAB;12;4;Top Jangak-Kashkasuu ;Топ Жангак - Кашкасуу;Топ Жангак - Кашкасуу;22;;loc;
UAD_JAB;12;5;Kerben-Akdobo-Kulukdobo ;Кербен - Акдобо - Кулукдобо;Кербен - Акдобо - Кулукдобо;5;;loc;
UAD_JAB;12;6;Bospuek-Zhergetal-Kapchygai ;Боспуек - Жергетал - Капчигай;Боспуек - Жергетал - Капчигай;23;;loc;
UAD_JAB;12;7;Mukur-Itagar ;Мукур - Итагар;Мукур - Итагар;6;;loc;
UAD_JAB;12;8;Karazhygach-Syny;Каражыгач - Сыны;Каражыгач - Сыны;6;;loc;
UAD_JAB;17;5;Kerben-Alabuka-Chatkal;Кербен - Алабука - Чаткал;Кербен - Алабука - Чаткал;15;1;nat;
UAD_JAB;17;6;Alabuka-Kasan;Алабука - Касан ;Алабука - Касан ;14;1;nat;
UAD_JAB;17;7;Alabuka-Karavan;Алабука - Караван;Алабука - Караван;20;4;nat;
UAD_JAB;17;8;Alabuka-Zhanybazar;Алабука -Жаныбазар;Алабука -Жаныбазар;38;5;nat;
UAD_JAB;17;9;Kasansay-Akkorgon-Zhapasaldy;Касансай - Аккоргон - Жапасалды;Касансай - Аккоргон - Жапасалды;20;2;nat;
UAD_JAB;17;10;Yzar-Gulistan;Изар - Гулистан;Изар - Гулистан;20;2;nat;
UAD_JAB;17;11;Shekaftar-Airytam;Шекафтар - Айрытам;Шекафтар - Айрытам;30;0;nat;
UAD_JAB;17;9;Vodokhranilishche-Shekaftar-Pap;Водохранилище - шекафтар - Пап;Водохранилище - шекафтар - Пап;73;;loc;
UAD_JAB;17;10;Shekaftar-Sumsar;Шекафтар - Сумсар;Шекафтар - Сумсар;12;;loc;
UAD_JAB;17;11;Sumsar-Kaindy;Сумсар - Кайынды;Сумсар - Кайынды;18;;loc;
UAD_JAB;17;12;Alabuka-Lesnaya dacha-Lager;Алабука - Лесная дача - лагерь;Алабука - Лесная дача - лагерь;19;;loc;
